Code poste;Nom poste;FONCTION;Etat;Tension (kV);departement
CTAUF;CHATEAUFEUILLET;Poste de transformation;EN EXPLOITATION;45kV;Savoie
CXVEN;CHAUVENCY;Poste de transformation;EN EXPLOITATION;63kV;Meuse
SOISS;SOISSONS-SAINT-PAUL;Poste de transformation;EN EXPLOITATION;63kV;Aisne
ROUS6;ROUSSINES;Poste de transformation;EN EXPLOITATION;90kV;Indre
ROMAI;ROMAINVILLE;Poste de transformation;EN EXPLOITATION;225kV;Paris
MEHUN;MEHUN (-SUR-YEVRE);Poste de transformation;EN EXPLOITATION;90kV;Cher
ZROMB;PIQUAGE ROMBAS;Point de piquage;EN EXPLOITATION;63kV;Moselle
ZSALZ;SALZU / BRIOU LANGE 1;Point de piquage;EN EXPLOITATION;63kV;Haute-Loire
ZSAVI;PIQUAGE A AULNAY-SOUS-BOIS;Point de piquage;EN EXPLOITATION;225kV;Val-d'Oise
ETAI5;ETAIN;Poste de transformation;EN EXPLOITATION;63kV;Meuse
ETINC;ETINCHELLE;Poste de transformation;EN EXPLOITATION;225kV;Pas-de-Calais
LEDEN;LEDENON;Poste de transformation;EN EXPLOITATION;63kV;Gard
LEROU;LEROUVILLE;Poste de transformation;EN EXPLOITATION;63kV;Meuse
THUR;THUR (LA);Poste de transformation;EN EXPLOITATION;225kV;Haut-Rhin
TILLI;TILLIERS;Poste de transformation;EN EXPLOITATION;225kV;Val-d'Oise
CTLLE;CHATELLERAULT;Poste de transformation;EN EXPLOITATION;90kV;Vienne
FLERS;FLERS;Poste de transformation;EN EXPLOITATION;225kV;Orne
TRAN5;TRANSLOY (LE);Poste de transformation;EN EXPLOITATION;225kV;Somme
DOUZE;DOUZE (LES);Poste de transformation;EN EXPLOITATION;90kV;Somme
GRAFF;GRAFFENSTADEN;Poste de transformation;EN EXPLOITATION;225kV;Bas-Rhin
MELLE;MELLE;Poste de transformation;EN EXPLOITATION;90kV;Deux-Sèvres
PARTH;PARTHENAY;Poste de transformation;EN EXPLOITATION;90kV;Deux-Sèvres
CHEDD;CHEDDE (S.E.R.S.);Poste de transformation;EN EXPLOITATION;45kV;Haute-Savoie
J.VIL;JOUX-LA-VILLE;Poste de transformation;EN EXPLOITATION;225kV;Yonne
ZMTRE;PIQUAGE MONTREJEAU SNCF (LIAISON GOUR5Z31P.RIV);Point de piquage;EN EXPLOITATION;63kV;Hautes-Pyrénées
MIOLL;MIOLLES;Poste de transformation;EN EXPLOITATION;225kV;Tarn
SAUJO;SAUJON;Poste de transformation;EN EXPLOITATION;90kV;Charente-Maritime
SSALB;ST-ALBAN;Poste de transformation;EN EXPLOITATION;63kV;Haute-Garonne
BORT;BORT;Poste de transformation;EN EXPLOITATION;225kV;Corrèze
MATHA;MATHA;Poste de transformation;EN EXPLOITATION;90kV;Charente-Maritime
BREJO;BREJOU (LE);Poste de transformation;EN EXPLOITATION;90kV;Haute-Vienne
VAUGO;VAUGOUIN;Poste de transformation;EN EXPLOITATION;90kV;Charente-Maritime
FERRA;FERRANDE (LA);Poste de transformation;EN EXPLOITATION;90kV;Indre
CARON;CARONTE;Poste de transformation;EN EXPLOITATION;63kV;
MTLUE;MONTLUEL;Poste de transformation;EN EXPLOITATION;63kV;Ain
SSJOR;ST-JORY;Poste de transformation;EN EXPLOITATION;63kV;Haute-Garonne
MAUGE;MAUGES (LES);Poste de transformation;EN EXPLOITATION;225kV;Maine-et-Loire
FREJO;FREJORGUES;Poste de transformation;EN EXPLOITATION;63kV;Hérault
SAUMU;SAUMUR;Poste de transformation;EN EXPLOITATION;90kV;Maine-et-Loire
LIMAN;LIMANS;Poste de transformation;EN EXPLOITATION;63kV;Alpes-de-Haute-Provence
LOTHI;LOTHIERS;Poste de transformation;EN EXPLOITATION;90kV;Indre
TUQUE;TUQUET (LE);Poste de transformation;EN EXPLOITATION;90kV;Haute-Vienne
V.MAN;VITREY-SUR-MANCE;Poste de transformation;EN EXPLOITATION;63kV;Haute-Saône
VALAU;VALAURIE;Poste de transformation;EN EXPLOITATION;63kV;Drôme
FROME;FROMELENNES;Poste de transformation;EN EXPLOITATION;63kV;Ardennes
SAUMA;SAUMADE;Poste de transformation;EN EXPLOITATION;225kV;Hérault
S.SOL;SEREMANGE-SOLLAC;Poste de transformation;EN EXPLOITATION;63kV;Moselle
SALIG;SALIGNAC;Poste de transformation;EN EXPLOITATION;225kV;Alpes-de-Haute-Provence
SAUIL;SAUILLY;Poste de transformation;EN EXPLOITATION;63kV;Yonne
SAULC;SAULCE-SUR-RHONE (LA);Poste de transformation;EN EXPLOITATION;63kV;Ardèche
LONG6;LONGEFAN;Poste de transformation;EN EXPLOITATION;225kV;Savoie
LUMES;LUMES;Poste de transformation;EN EXPLOITATION;225kV;Ardennes
CASTI;CASTILLON (LE);Poste de transformation;EN EXPLOITATION;150kV;Alpes-de-Haute-Provence
CATOY;CATOY;Poste de transformation;EN EXPLOITATION;63kV;Lot-et-Garonne
RQROU;ROQUEROUSSE;Poste de transformation;EN EXPLOITATION;225kV;Bouches-du-Rhône
TRAVA;TRAVAILLAN;Poste de transformation;EN EXPLOITATION;63kV;Vaucluse
BIARR;BIARRITZ (BIARRITZ);Poste de transformation;EN EXPLOITATION;63kV;
BIBER;BIBERKIRCH;Poste de transformation;EN EXPLOITATION;63kV;Moselle
BILEM;BILEMONT;Poste de transformation;EN EXPLOITATION;90kV;Nord
BONN9;BONNETABLE;Poste de transformation;EN EXPLOITATION;90kV;Sarthe
ZCAR5;PIQUAGE CARLA (LIAISON GOURJZ32LUZI2);Point de piquage;EN EXPLOITATION;63kV;Tarn
ZCSL5;PIQUAGE CASTELNAUDARY (LIAISON AVIG5Z31BAGAT);Point de piquage;EN EXPLOITATION;63kV;Aude
ZGRA6;PIQUAGE A GRANZAY;Point de piquage;EN EXPLOITATION;225kV;Charente-Maritime
ZJARN;JARNE / AYTRE BXLIE 1;Point de piquage;EN EXPLOITATION;90kV;
ZTHAI;THAIM / PREGU ROYAN 1;Point de piquage;EN EXPLOITATION;90kV;Charente-Maritime
ZTHUR;PIQUAGE THURIES (LIAISON BARAQZ31P.GRA);Point de piquage;EN EXPLOITATION;63kV;Tarn
TOLLE;TOLLEVAST;Poste de transformation;EN EXPLOITATION;400kV;Manche
CATT5;CATTENOM (STATION DE POMPAGE);Poste de transformation;EN EXPLOITATION;63kV;Moselle
BUZEN;BUZENVAL;Poste de transformation;EN EXPLOITATION;63kV;Yvelines
ZMIOL;PIQUAGE MIOLLES (LIAISON GOURJZ61SSVIC);Point de piquage;EN EXPLOITATION;225kV;Tarn
SOULO;SOULOM;Poste de transformation;EN EXPLOITATION;150kV;Hautes-Pyrénées
ECRAI;ECRAINVILLE;Poste de transformation;EN EXPLOITATION;90kV;Seine-Maritime
PELOU;PELOUSE (LA);Poste de transformation;EN EXPLOITATION;90kV;Indre-et-Loire
CHAIL;CHAILLOTS (LES);Poste de transformation;EN EXPLOITATION;63kV;Yonne
CHANT;CHANTIERS;Poste de transformation;EN EXPLOITATION;63kV;Loire-Atlantique
CHARB;CHARBONNIERE;Poste de transformation;EN EXPLOITATION;90kV;Charente-Maritime
VITRO;VITROLLES;Poste de transformation;EN EXPLOITATION;63kV;
PTET;PONTET (LE);Poste de transformation;EN EXPLOITATION;63kV;Gard
ZSSJ8;PIQUAGE ST JORY (LIAISON ONDESZ32SSALB);Point de piquage;EN EXPLOITATION;63kV;Haute-Garonne
ZBEZZ;PIQUAGE A BEZ (LE);Point de piquage;EN EXPLOITATION;63kV;Tarn
VERIN;VERINNERIE (LA);Poste de transformation;EN EXPLOITATION;225kV;Yvelines
ANCIZ;ANCIZES (LES);Poste de transformation;EN EXPLOITATION;63kV;Puy-de-Dôme
ATTAQ;ATTAQUES (LES);Poste de transformation;EN EXPLOITATION;400kV;Pas-de-Calais
BONNA;BONNAT;Poste de transformation;EN EXPLOITATION;90kV;Creuse
AMPON;AMPONT;Poste de transformation;EN EXPLOITATION;225kV;Yvelines
CLAIR;CLAIREFONTAINE;Poste de transformation;EN EXPLOITATION;63kV;Vosges
POLIS;POLISOT;Poste de transformation;EN EXPLOITATION;63kV;Aube
BOUVA;BOUVANTE;Poste de transformation;EN EXPLOITATION;63kV;Drôme
BOZEL;BOZEL;Poste de transformation;EN EXPLOITATION;63kV;Savoie
BREVI;BREVIERES (LES);Poste de transformation;EN EXPLOITATION;225kV;Savoie
BRIS;BRIS;Poste de transformation;EN EXPLOITATION;90kV;Charente-Maritime
PRAG5;PRAGNERES (STATION DE POMPAGE);Poste de transformation;EN EXPLOITATION;63kV;Hautes-Pyrénées
ZDOM5;PIQUAGE DOMBASLE;Point de piquage;EN EXPLOITATION;63kV;Meurthe-et-Moselle
MALA6;MALASSIS;Poste de transformation;EN EXPLOITATION;225kV;Paris
C.GON;CHATEAU-GONTIER;Poste de transformation;EN EXPLOITATION;90kV;Mayenne
CAIL5;CAILLOLS;Poste de transformation;EN EXPLOITATION;225kV;Bouches-du-Rhône
ZARRO;PIQUAGE ARROUX;Point de piquage;EN EXPLOITATION;63kV;Saône-et-Loire
SSCOG;ST-PIERRE-COGNET;Poste de transformation;EN EXPLOITATION;225kV;Isère
ROMAN;ROMANECHE;Poste de transformation;EN EXPLOITATION;63kV;Rhône
GUILL;GUILLAUMES;Poste de transformation;EN EXPLOITATION;63kV;Alpes-Maritimes
ZFAYE;FAYET / PASSY SALLA 1;Point de piquage;EN EXPLOITATION;63kV;Haute-Savoie
ZGRAV;RAVEL / CORM5 EGUZO 1;Point de piquage;EN EXPLOITATION;90kV;Indre
VIAS;VIAS;Poste de transformation;EN EXPLOITATION;63kV;Hérault
SSDAX;ST-PAUL-LES-DAX;Poste de transformation;EN EXPLOITATION;63kV;Landes
ARGOE;ARGOEUVES;Poste de transformation;EN EXPLOITATION;400kV;Somme
B.EPI;BELLE-EPINE;Poste de transformation;EN EXPLOITATION;225kV;Ille-et-Vilaine
GACE;GACE;Poste de transformation;EN EXPLOITATION;90kV;Orne
GARD6;GARDANNE (ALUMINIUM PECHINEY);Poste de transformation;EN EXPLOITATION;63kV;Bouches-du-Rhône
CONST;CONSTANTIN;Poste de transformation;EN EXPLOITATION;225kV;Gironde
PAGAN;PAGANIN;Poste de transformation;EN EXPLOITATION;63kV;Alpes-Maritimes
PAPAU;PAPAULT;Poste de transformation;EN EXPLOITATION;90kV;Vienne
PARAD;PARADIS (LE);Poste de transformation;EN EXPLOITATION;90kV;Cher
BIONN;BIONNAY;Poste de transformation;EN EXPLOITATION;63kV;Haute-Savoie
BOUC7;BOUCHET;Poste de transformation;EN EXPLOITATION;63kV;Aude
S.LOI;SULLY-SUR-LOIRE;Poste de transformation;EN EXPLOITATION;90kV;Loiret
EVRO1;EVRON 1;Poste de transformation;EN EXPLOITATION;90kV;Mayenne
MANCI;MANCIOUX;Poste de transformation;EN EXPLOITATION;63kV;Haute-Garonne
MARG5;MARGATS;Poste de transformation;EN EXPLOITATION;63kV;Seine-et-Marne
P.CHR;PLEYBER-CHRIST;Poste de transformation;EN EXPLOITATION;225kV;Finistère
UZEL;UZEL;Poste de transformation;EN EXPLOITATION;63kV;Côtes-d'Armor
PALA5;PALAISEAU;Poste de transformation;EN EXPLOITATION;63kV;Essonne
PALIS;PALISSE (LA);Poste de transformation;EN EXPLOITATION;63kV;Ardèche
PALAN;PALANT (LE);Poste de transformation;EN EXPLOITATION;90kV;Charente
PENHA;PENHARS;Poste de transformation;EN EXPLOITATION;63kV;Finistère
ZBEYR;PIQUAGE BEYREDE (LIAISON LANNEZ33SSLAR);Point de piquage;EN EXPLOITATION;63kV;Hautes-Pyrénées
SSAVI;ST-AVIT;Poste de transformation;EN EXPLOITATION;63kV;Drôme
DOUVO;DOUVOT;Poste de transformation;EN EXPLOITATION;63kV;Doubs
DUVY;DUVY;Poste de transformation;EN EXPLOITATION;63kV;Oise
VALL9;VALLADE (LA);Poste de transformation;EN EXPLOITATION;90kV;Charente
ZE.BL;PIQUAGE A EAU-BLANCHE;Point de piquage;EN EXPLOITATION;63kV;Finistère
ZEYRA;PIQUAGE EYRANS (LIAISON MRLLAZ31PODEN);Point de piquage;EN EXPLOITATION;63kV;Gironde
ZCAIR;PIQUAGE A CAIRANNE;Point de piquage;EN EXPLOITATION;63kV;Vaucluse
ZCASS;PIQUAGE LA CASSAGNE (LIAISON PERCHZ31THUES);Point de piquage;EN EXPLOITATION;63kV;Pyrénées-Orientales
ZCHIC;TOUR9 / DAMBR SARAN 2;Point de piquage;EN EXPLOITATION;90kV;Loiret
ZCOL;COL / LONG6 S.BAR 1;Point de piquage;EN EXPLOITATION;150kV;Savoie
MERE5;MERENS (PORT SNCF);Poste de transformation;EN EXPLOITATION;63kV;Ariège
AIME;AIME;Poste de transformation;EN EXPLOITATION;63kV;Savoie
ALERI;ALERIE;Poste de transformation;EN EXPLOITATION;90kV;Manche
GAZER;GAZERAN;Poste de transformation;EN EXPLOITATION;63kV;Yvelines
PAU.E;PAU-EST;Poste de transformation;EN EXPLOITATION;63kV;Pyrénées-Atlantiques
BOUV5;BOUVETS;Poste de transformation;EN EXPLOITATION;63kV;Val-de-Marne
GODI5;GODINIERE (LA);Poste de transformation;EN EXPLOITATION;90kV;Indre-et-Loire
GRAY;GRAY;Poste de transformation;EN EXPLOITATION;63kV;Haute-Saône
GUERI;GUERINIERE;Poste de transformation;EN EXPLOITATION;90kV;
SASSE;SASSENAGE;Poste de transformation;EN EXPLOITATION;63kV;Isère
G.LUS;GAY-LUSSAC;Poste de transformation;EN EXPLOITATION;63kV;Haut-Rhin
G.SYN;GRANDE-SYNTHE;Poste de transformation;EN EXPLOITATION;225kV;Nord
PERPI;PERPIGNAN;Poste de transformation;EN EXPLOITATION;63kV;Pyrénées-Orientales
POISS;POISSY;Poste de transformation;EN EXPLOITATION;63kV;Yvelines
ZC.CA;PIQUAGE CROIX CADET (LIAISON CTLUSZ41MAURE);Point de piquage;EN EXPLOITATION;90kV;Haute-Vienne
ANSER;ANSEREUILLES (LES);Poste de transformation;EN EXPLOITATION;225kV;Nord
POLYG;POLYGONE;Poste de transformation;EN EXPLOITATION;<45kV;Bas-Rhin
1BIAR;BIARD /SAILLANT 8KV;Poste de transformation;EN EXPLOITATION;<45kV;Corrèze
CHOO5;CHOOZ;Poste de transformation;EN EXPLOITATION;225kV;Ardennes
ZSEMO;PIQUAGE A SEMONVILLE;Point de piquage;EN EXPLOITATION;225kV;Eure-et-Loir
GARDA;GARDANNE;Poste de transformation;EN EXPLOITATION;63kV;Bouches-du-Rhône
GARDO;GARDON;Poste de transformation;EN EXPLOITATION;63kV;Ardèche
UZES;UZES;Poste de transformation;EN EXPLOITATION;63kV;Gard
ZLACQ;PIQUAGE LACQ SNCF (LIAISON MARSIZ31ORTH5);Point de piquage;EN EXPLOITATION;63kV;Pyrénées-Atlantiques
ZV.M5;PIQUAGE A VIREUX;Point de piquage;EN EXPLOITATION;63kV;
S.SED;SOMMER-SEDAN;Poste de transformation;EN EXPLOITATION;63kV;Ardennes
SALEL;SALELLES (LES);Poste de transformation;EN EXPLOITATION;63kV;Ardèche
ZLENT;LENT5 / RIORG VLERE 1;Point de piquage;EN EXPLOITATION;63kV;Loire
ZLIN5;PIQUAGE LINGUET;Point de piquage;EN EXPLOITATION;63kV;Marne
ZMIG5;PIQUAGE A MIGENNES (LIGNE N0 2);Point de piquage;EN EXPLOITATION;63kV;Yonne
ZGOBS;CARME / CHECY SOUR5 1;Point de piquage;EN EXPLOITATION;90kV;Loiret
ZGRA5;PIQUAGE A GERZAT;Point de piquage;EN EXPLOITATION;63kV;Puy-de-Dôme
ZH.J5;PIQUAGE HAYANGE-ST-JACQUES;Point de piquage;EN EXPLOITATION;63kV;Moselle
MTREA;MONTREAL;Poste de transformation;EN EXPLOITATION;63kV;Gers
ZBET5;BETTA / SSV.E TENAY 1;Point de piquage;EN EXPLOITATION;63kV;Ain
TANIN;TANINGES;Poste de transformation;EN EXPLOITATION;63kV;Haute-Savoie
MARSA;MARSAC;Poste de transformation;EN EXPLOITATION;63kV;Dordogne
PERRI;PERRIGNY;Poste de transformation;EN EXPLOITATION;63kV;Côte-d'Or
PEYME;PEYMEINADE;Poste de transformation;EN EXPLOITATION;63kV;Alpes-Maritimes
VENAR;VENAREY;Poste de transformation;EN EXPLOITATION;63kV;Côte-d'Or
VERN7;VERNEY (LE);Poste de transformation;EN EXPLOITATION;63kV;Isère
CAIRA;CAIRANNE;Poste de transformation;EN EXPLOITATION;63kV;Vaucluse
ZM.NI;PIQUAGE A MESNIL-SAINT-NICAISE;Point de piquage;EN EXPLOITATION;63kV;Somme
SCHEE;SCHEER;Poste de transformation;EN EXPLOITATION;400kV;Bas-Rhin
DIE;DIE;Poste de transformation;EN EXPLOITATION;63kV;Drôme
DOUVA;DOUVAINE;Poste de transformation;EN EXPLOITATION;63kV;
EGUIL;EGUILLES;Poste de transformation;EN EXPLOITATION;63kV;Bouches-du-Rhône
OSTRO;OSTROHOVE;Poste de transformation;EN EXPLOITATION;90kV;Pas-de-Calais
ZCER7;PIQUAGE CERONS (LIAISON LANGOZ31PODEN);Point de piquage;EN EXPLOITATION;63kV;Gironde
ZCREP;CREPI / CUS.P RILLI 1;Point de piquage;EN EXPLOITATION;63kV;Rhône
MTEZI;MONTEZIC (CENTRALE);Poste de transformation;EN EXPLOITATION;400kV;Aveyron
P.TEM;PORT-DU-TEMPLE;Poste de transformation;EN EXPLOITATION;63kV;Rhône
PANIS;PANISSO;Poste de transformation;EN EXPLOITATION;63kV;Pyrénées-Orientales
PAILL;PAILLERES;Poste de transformation;EN EXPLOITATION;63kV;Gironde
P.BRI;PONT DE BRIQUES;Poste de transformation;EN EXPLOITATION;90kV;
MALEB;MALEBARGE;Poste de transformation;EN EXPLOITATION;63kV;Bouches-du-Rhône
MOUX;MOUX;Poste de transformation;EN EXPLOITATION;63kV;Jura
MTOIR;MONTOIR;Poste de transformation;EN EXPLOITATION;63kV;Loire-Atlantique
BUTTA;BUTTAVENT;Poste de transformation;EN EXPLOITATION;225kV;Mayenne
MORA6;MORANDIE (LA);Poste de transformation;EN EXPLOITATION;90kV;Charente
POISY;POISY;Poste de transformation;EN EXPLOITATION;63kV;Haute-Savoie
SSAM5;ST-AMAND;Poste de transformation;EN EXPLOITATION;63kV;Nord
RUHBO;RUHBOGEN;Poste de transformation;EN EXPLOITATION;225kV;Bas-Rhin
LIART;LIART;Poste de transformation;EN EXPLOITATION;63kV;Ardennes
SSTOU;ST-MARTIN-DU-TOUCH;Poste de transformation;EN EXPLOITATION;63kV;Haute-Garonne
TEICH;TEICH (LE);Poste de transformation;EN EXPLOITATION;63kV;Ariège
TEIL5;TEIL (LE) (CIMENTS LAFARGE AU TEIL);Poste de transformation;EN EXPLOITATION;63kV;Ardèche
NATI3;NATION III;Poste de transformation;EN EXPLOITATION;225kV;Paris
P.GRA;PRE-GRAND;Poste de transformation;EN EXPLOITATION;63kV;Tarn
SSBEN;ST-BENOIT;Poste de transformation;EN EXPLOITATION;90kV;Vienne
SSCHA;ST-CHAMAS;Poste de transformation;EN EXPLOITATION;225kV;Bouches-du-Rhône
SSEA2;ST-LAURENT-DES-EAUX B;Poste de transformation;EN EXPLOITATION;400kV;Loir-et-Cher
RICHA;RICHARDET;Poste de transformation;EN EXPLOITATION;225kV;Val-de-Marne
ROANN;ROANNE;Poste de transformation;EN EXPLOITATION;63kV;Loire
THOR;THOR (LE);Poste de transformation;EN EXPLOITATION;63kV;Vaucluse
TRINQ;TRINQUETAILLE;Poste de transformation;EN EXPLOITATION;63kV;Bouches-du-Rhône
MINIM;MINIMES;Poste de transformation;EN EXPLOITATION;90kV;Charente-Maritime
MTAUB;MONTAUBAN;Poste de transformation;EN EXPLOITATION;63kV;Tarn-et-Garonne
MIONN;MIONNAY;Poste de transformation;EN EXPLOITATION;225kV;Rhône
GIFFR;GIFFRE (LE);Poste de transformation;EN EXPLOITATION;63kV;Haute-Savoie
BLAY5;BLAYAIS (POSTE AEROSOUTERRAIN);Poste de transformation;EN EXPLOITATION;225kV;
VALEN;VALENCIENNES;Poste de transformation;EN EXPLOITATION;225kV;Nord
VANDI;VANDIERES;Poste de transformation;EN EXPLOITATION;225kV;Meurthe-et-Moselle
VANNE;VANNES;Poste de transformation;EN EXPLOITATION;63kV;Morbihan
S.MOR;SAUT-MORTIER;Poste de transformation;EN EXPLOITATION;63kV;Jura
SABL5;SABLES (LES);Poste de transformation;EN EXPLOITATION;225kV;Isère
SAMOR;SAMOREAU;Poste de transformation;EN EXPLOITATION;63kV;Seine-et-Marne
ZB.PL;PIQUAGE A BOUIN-PLUMOISON;Point de piquage;EN EXPLOITATION;90kV;Pas-de-Calais
BELV5;BELVES;Poste de transformation;EN EXPLOITATION;63kV;Dordogne
ARBI2;ARBINE 2;Poste de transformation;EN EXPLOITATION;45kV;Savoie
BLYE;BLYE;Poste de transformation;EN EXPLOITATION;63kV;Jura
MORIN;MORINANT;Poste de transformation;EN EXPLOITATION;90kV;Charente-Maritime
AIRVA;AIRVAULT;Poste de transformation;EN EXPLOITATION;225kV;Deux-Sèvres
ABLAI;ABLAINCOURT;Poste de transformation;EN EXPLOITATION;225kV;Somme
BOUFF;BOUFFERE;Poste de transformation;EN EXPLOITATION;90kV;Loire-Atlantique
AMILL;AMILLY;Poste de transformation;EN EXPLOITATION;90kV;Loiret
ANGE5;ANGELIN;Poste de transformation;EN EXPLOITATION;45kV;Savoie
ARQUE;ARQUES;Poste de transformation;EN EXPLOITATION;90kV;Pas-de-Calais
ARRAS;ARRAS;Poste de transformation;EN EXPLOITATION;90kV;Pas-de-Calais
LUXEU;LUXEUIL;Poste de transformation;EN EXPLOITATION;63kV;Haute-Saône
ARTOU;ARTOUSTE;Poste de transformation;EN EXPLOITATION;63kV;Pyrénées-Atlantiques
SSJOS;ST-JOSEPH;Poste de transformation;EN EXPLOITATION;225kV;Loire-Atlantique
HOUCH;HOUCHARDE(LA);Poste de transformation;EN EXPLOITATION;90kV;Vienne
KERBI;KERBILIGUET;Poste de transformation;EN EXPLOITATION;63kV;Finistère
GAUCH;GAUCHET (LE);Poste de transformation;EN EXPLOITATION;90kV;Corrèze
B.LOM;BEAUMONT-DE-LOMAGNE;Poste de transformation;EN EXPLOITATION;63kV;Tarn-et-Garonne
DIEUP;DIEUPENTALE;Poste de transformation;EN EXPLOITATION;63kV;Tarn-et-Garonne
VEZIN;VEZINS;Poste de transformation;EN EXPLOITATION;90kV;Manche
ASPR5;ASPRES;Poste de transformation;EN EXPLOITATION;63kV;Pyrénées-Orientales
ESQUE;ESQUERCHIN;Poste de transformation;EN EXPLOITATION;90kV;Pas-de-Calais
AUZER;AUZERETTE;Poste de transformation;EN EXPLOITATION;90kV;Cantal
BIRON;BIRON;Poste de transformation;EN EXPLOITATION;90kV;Essonne
GETEU;GETEU;Poste de transformation;EN EXPLOITATION;63kV;Pyrénées-Atlantiques
BAIGT;BAIGTS;Poste de transformation;EN EXPLOITATION;63kV;Pyrénées-Atlantiques
L.DEL;LILLE-DELIVRANCE;Poste de transformation;EN EXPLOITATION;225kV;Nord
GORR6;GORRE (SETHELEC);Poste de transformation;EN EXPLOITATION;90kV;Charente
HALLE;HALLES;Poste de transformation;EN EXPLOITATION;225kV;Paris
FAYMO;FAYMOREAU;Poste de transformation;EN EXPLOITATION;90kV;Vendée
PINIE;PINIER (LE);Poste de transformation;EN EXPLOITATION;90kV;Charente-Maritime
HERB5;HERBETTE (L);Poste de transformation;EN EXPLOITATION;63kV;Isère
HERMI;HERMILLON;Poste de transformation;EN EXPLOITATION;225kV;Savoie
GOURN;GOURNAY;Poste de transformation;EN EXPLOITATION;63kV;Seine-Maritime
GRANG;GRANGE (LA);Poste de transformation;EN EXPLOITATION;63kV;Saône-et-Loire
GUIGN;GUIGNICOURT;Poste de transformation;EN EXPLOITATION;63kV;Aisne
HAVR5;HAVRE (LE) (POSTE);Poste de transformation;EN EXPLOITATION;400kV;
HURTE;HURTEBISE;Poste de transformation;EN EXPLOITATION;63kV;Nord
BRIZE;BRIZEAUX (LES);Poste de transformation;EN EXPLOITATION;225kV;Deux-Sèvres
GRISO;GRISOLLES;Poste de transformation;EN EXPLOITATION;225kV;Hautes-Alpes
ARGON;ARGONAY;Poste de transformation;EN EXPLOITATION;63kV;Haute-Savoie
MENUE;MENUEL;Poste de transformation;EN EXPLOITATION;400kV;Manche
HESDI;HESDIN;Poste de transformation;EN EXPLOITATION;90kV;Pas-de-Calais
I.JOU;ISLE-JOURDAIN (MILLAC);Poste de transformation;EN EXPLOITATION;90kV;Vienne
SIGNE;SIGNES;Poste de transformation;EN EXPLOITATION;63kV;Var
SOUR5;SOURCE;Poste de transformation;EN EXPLOITATION;90kV;Loiret
B.TOL;BOIS-TOLLOT;Poste de transformation;EN EXPLOITATION;400kV;Ain
BELNE;BELNEUF;Poste de transformation;EN EXPLOITATION;90kV;Loiret
ZLOCQ;PIQUAGE A PLAUDREN (LOCQUELTAS);Point de piquage;EN EXPLOITATION;63kV;Morbihan
ZPELT;PIQUAGE A PELTRE;Point de piquage;EN EXPLOITATION;225kV;Moselle
SSVIL;ST-ILLIERS-LA-VILLE;Poste de transformation;EN EXPLOITATION;90kV;Yvelines
TERR5;TERRIMBO;Poste de transformation;EN EXPLOITATION;63kV;Pyrénées-Orientales
BENFE;BENFELD;Poste de transformation;EN EXPLOITATION;63kV;Bas-Rhin
BENS;BENS (LE);Poste de transformation;EN EXPLOITATION;63kV;Savoie
BIGNA;BIGNAN;Poste de transformation;EN EXPLOITATION;63kV;Morbihan
GONNE;GONNEVILLE;Poste de transformation;EN EXPLOITATION;90kV;Seine-Maritime
M.MAU;MELLES-SUR-MAUDAN;Poste de transformation;EN EXPLOITATION;63kV;Haute-Garonne
SIONI;SIONIAC;Poste de transformation;EN EXPLOITATION;63kV;Corrèze
SORIG;SORIGNY;Poste de transformation;EN EXPLOITATION;90kV;Indre-et-Loire
FOUR5;FOURMIES (CLIENT);Poste de transformation;EN EXPLOITATION;63kV;Aisne
FRON5;FRONTENAUD;Poste de transformation;EN EXPLOITATION;63kV;Saône-et-Loire
G.MAR;GRANGES-STE-MARIE;Poste de transformation;EN EXPLOITATION;63kV;Doubs
G.VIO;GRANDS-VIOLETS;Poste de transformation;EN EXPLOITATION;63kV;Rhône
SUIS5;SUISSE;Poste de transformation;EN EXPLOITATION;225kV;Moselle
SARR5;SARRE;Poste de transformation;EN EXPLOITATION;225kV;Puy-de-Dôme
RHENA;RHENALU;Poste de transformation;EN EXPLOITATION;225kV;Haut-Rhin
PANO5;PANOUSE (LA);Poste de transformation;EN EXPLOITATION;63kV;Lozère
RANDE;RANDENS;Poste de transformation;EN EXPLOITATION;225kV;Savoie
1MTER;MONTEREAU /CHESNOY 5KV;Poste de transformation;EN EXPLOITATION;<45kV;Seine-et-Marne
VIREU;VIREUX;Poste de transformation;EN EXPLOITATION;63kV;
GAMBE;GAMBETTA;Poste de transformation;EN EXPLOITATION;225kV;Paris
GARD9;GARDES (LES);Poste de transformation;EN EXPLOITATION;90kV;Indre-et-Loire
GARGE;GARGENVILLE;Poste de transformation;EN EXPLOITATION;63kV;Yvelines
GERAR;GERARDMER;Poste de transformation;EN EXPLOITATION;63kV;Vosges
GERMI;GERMIGNY;Poste de transformation;EN EXPLOITATION;63kV;Yonne
GERST;GERSTHEIM;Poste de transformation;EN EXPLOITATION;225kV;Bas-Rhin
AYTRE;AYTRE;Poste de transformation;EN EXPLOITATION;90kV;
PAUIL;PAUILLAC;Poste de transformation;EN EXPLOITATION;63kV;Gironde
JALLI;JALLIEU;Poste de transformation;EN EXPLOITATION;63kV;Isère
SSLEO;ST-POL-DE-LEON;Poste de transformation;EN EXPLOITATION;63kV;Finistère
